id_sellout,id_parceiro,id_produto,data_fatura,nf,quantidade,valor_total
19148,82147395000114,47,2024-09-06,NF_636133,17,54060.34
19149,98203146000139,13,2024-09-13,NF_573931,52,52977.6
19150,68920435000198,50,2023-05-01,NF_447579,95,178499.30000000002
19151,31287095000108,51,2023-07-15,NF_275619,77,44056.32
19152,31287095000108,53,2023-07-15,NF_275619,77,44056.32
19153,48526193000145,9,2024-06-07,NF_341849,5,16880.45
19154,48526193000145,39,2024-06-07,NF_341849,5,16880.45
19155,37419085000157,28,2024-08-29,NF_242868,70,104885.2
19156,26819035000140,26,2024-05-26,NF_977319,21,73812.48
19157,89231756000155,47,2024-05-11,NF_989004,91,289381.82
19158,97306152000159,34,2024-11-22,NF_580120,8,24822.56
19159,10648975000184,26,2024-05-23,NF_491774,58,203863.04
19160,06714893000113,9,2023-04-23,NF_576636,91,307224.19
19161,06714893000113,39,2023-04-23,NF_576636,91,307224.19
19162,76193402000111,31,2023-08-02,NF_426390,69,114969.87
19163,73920856000159,31,2023-11-02,NF_169419,98,163290.54
19164,37915620000160,21,2024-03-18,NF_110828,79,326619.97000000003
19165,68920435000198,,2024-01-24,NF_792639,13,60954.659999999996
19166,69273150000175,47,2023-04-24,NF_235335,48,152640.96
19167,68920435000198,1,2023-06-01,NF_925531,43,123456.87000000001
19168,38617452000190,9,2024-12-09,NF_575277,64,216069.76
19169,38617452000190,39,2024-12-09,NF_575277,64,216069.76
19170,13486579000196,17,2023-02-17,NF_182554,78,130690.56
19171,12064379000182,46,2023-07-02,NF_499874,36,70022.88
19172,92685710000110,50,2024-01-06,NF_567659,9,16910.46
19173,75832104000161,50,2023-06-18,NF_722582,21,39457.74
19174,84539107000100,6,2023-07-05,NF_201708,41,61195.78
19175,41537260000188,1,2024-01-20,NF_808243,23,66035.07
19176,27910485000107,29,2024-07-10,NF_462736,55,234971.55
19177,06243195000187,50,2024-03-16,NF_261459,72,135283.68
19178,86740932000196,13,2024-08-30,NF_721002,11,11206.8
19179,82916470000164,35,2023-08-05,NF_115526,25,117262.5
19180,10789432000187,10,2023-02-18,NF_324926,68,339236.36000000004
19181,48526193000145,17,2023-11-04,NF_405880,11,18430.72
19182,47562019000195,28,2024-06-15,NF_878814,12,17980.32
19183,94738615000163,27,2024-07-14,NF_321948,48,8317.92
19184,05813476000165,36,2023-02-26,NF_137264,95,408766.0
19185,27416938000143,50,2023-06-15,NF_745318,66,124010.04000000001
19186,01357894000134,18,2024-02-11,NF_352450,53,220379.83
19187,10648975000184,31,2023-11-25,NF_685827,60,99973.8
19188,86740932000196,45,2024-01-25,NF_128106,52,228164.56
19189,10423769000176,41,2024-12-22,NF_571786,5,22276.95
19190,67042319000150,9,2023-08-29,NF_154175,69,136230.15
19191,67042319000150,39,2023-08-29,NF_154175,69,136230.15
19192,93254087000104,32,2024-07-10,NF_738706,46,187101.78
19193,03621547000100,12,2024-11-24,NF_405714,45,98734.95000000001
19194,86740932000196,23,2024-02-16,NF_929702,50,239962.0
19195,14589763000124,34,2023-09-18,NF_597226,60,186169.2
19196,18796230000174,7,2024-01-28,NF_976214,17,37086.52
19197,85709432000129,23,2024-02-01,NF_657876,16,76787.84
19198,63297450000108,20,2023-07-16,NF_355043,63,54494.37
19199,41270865000155,43,2023-02-16,NF_225648,18,22879.26
19200,75832104000161,46,2024-12-28,NF_989912,7,13615.56
19201,32489106000197,20,2023-08-02,NF_683611,82,70929.18000000001
19202,81924605000170,17,2024-09-10,NF_786442,24,40212.479999999996
19203,84907316000151,21,2023-09-21,NF_799947,1,4134.43
19204,56893720000188,35,2023-09-19,NF_859843,80,375240.0
19205,14589763000124,26,2024-04-05,NF_632764,46,161684.48
19206,31287095000108,1,2023-11-03,NF_277445,70,200976.30000000002
19207,27910485000107,25,2024-06-24,NF_629952,58,91625.5
19208,98632150000112,13,2024-09-20,NF_769261,52,52977.6
19209,36482157000148,1,2024-12-17,NF_797707,86,246913.74000000002
19210,29803475000106,5,2024-11-28,NF_144075,65,304575.05000000005
19211,07241538000137,51,2023-09-17,NF_324304,51,29180.16
19212,07241538000137,53,2023-09-17,NF_324304,51,29180.16
19213,80291754000187,42,2024-06-15,NF_346606,29,98569.26
19214,75306842000175,19,2024-09-01,NF_349549,42,134481.06
19215,38475210000109,17,2023-12-23,NF_985129,89,149121.28
19216,68095734000135,44,2024-06-05,NF_476525,37,152572.83000000002
19217,14320856000159,,2023-11-14,NF_727184,28,131286.96
19218,82593406000190,25,2024-05-28,NF_941372,79,124800.25
19219,10423769000176,48,2024-10-05,NF_461285,77,369417.51
19220,32489106000197,43,2024-06-08,NF_653545,96,122022.72
19221,47562019000195,19,2024-12-19,NF_443673,19,60836.67
19222,89357206000187,,2024-09-13,NF_383613,17,79709.94
19223,81924605000170,40,2023-10-23,NF_567744,40,14744.0
19224,08341926000152,9,2024-10-10,NF_412617,3,10128.27
19225,08341926000152,39,2024-10-10,NF_412617,3,10128.27
19226,60174593000134,5,2024-09-21,NF_171448,26,121830.02000000002
19227,45682097000106,14,2023-12-31,NF_179670,19,50143.090000000004
19228,70136845000194,19,2024-02-02,NF_327134,95,304183.35
19229,59734260000133,23,2023-11-03,NF_863758,70,335946.8
19230,18356470000158,10,2024-03-19,NF_962071,20,99775.40000000001
19231,70136845000194,35,2024-06-16,NF_212746,1,4690.5
19232,51243687000127,35,2023-01-09,NF_944518,33,154786.5
19233,82593406000190,42,2023-02-19,NF_985099,55,186941.7
19234,03621547000100,12,2024-11-26,NF_829215,54,118481.94
19235,29803475000106,28,2023-10-08,NF_209756,52,77914.72
19236,38671409000102,9,2023-09-27,NF_421771,42,82922.7
19237,38671409000102,39,2023-09-27,NF_421771,42,82922.7
19238,10563289000100,,2023-03-01,NF_199303,26,121909.31999999999
19239,75924680000139,48,2024-10-29,NF_328968,34,163119.42
19240,51243687000127,41,2024-07-31,NF_508931,56,249501.84000000003
19241,93486750000104,,2023-04-20,NF_899655,91,426682.62
19242,75698413000190,20,2024-12-19,NF_889684,23,19894.77
19243,05813476000165,38,2023-11-11,NF_170314,16,44593.6
19244,10423769000176,10,2024-05-16,NF_906691,51,254427.27000000002
19245,46379580000170,43,2024-08-11,NF_681528,51,64824.57
19246,52169830000140,12,2024-01-15,NF_586933,34,74599.74
19247,67103492000111,13,2024-05-28,NF_829311,67,68259.59999999999
19248,13865704000179,44,2023-12-03,NF_871312,58,239168.22
19249,10648975000184,36,2023-07-29,NF_748172,55,236654.0
19250,27538469000135,19,2024-05-18,NF_149395,13,41625.09
19251,82593406000190,44,2023-07-25,NF_108102,70,288651.3
19252,51243687000127,43,2025-01-07,NF_323987,37,47029.59
19253,73549286000132,32,2024-04-19,NF_660703,59,239978.37
19254,51243687000127,3,2023-08-01,NF_674087,57,202401.30000000002
19255,82403195000185,18,2023-06-23,NF_452090,73,303542.02999999997
19256,08193762000163,35,2023-11-25,NF_155841,41,192310.5
19257,85730216000165,12,2024-12-19,NF_381255,97,212828.67
19258,65140839000170,27,2023-07-01,NF_447831,13,2252.77
19259,46379580000170,37,2023-05-16,NF_857139,66,26985.420000000002
19260,82916470000164,26,2024-01-05,NF_675848,82,288220.16000000003
19261,14589763000124,49,2023-02-05,NF_579300,69,240932.82
19262,98632150000112,50,2023-10-20,NF_786039,45,84552.3
19263,85374690000100,23,2023-11-23,NF_670272,71,340746.04
19264,10298654000105,40,2023-04-01,NF_165564,79,29119.4
19265,89231756000155,6,2023-07-25,NF_266542,82,122391.56
19266,08193762000163,17,2023-12-11,NF_742541,57,95504.64
19267,32571809000160,43,2023-10-10,NF_223936,74,94059.18
19268,82593406000190,35,2023-06-06,NF_917813,33,154786.5
19269,68920435000198,42,2024-11-23,NF_184203,40,135957.6
19270,23641759000159,33,2023-07-22,NF_759790,81,265492.89
19271,32706851000140,26,2024-09-20,NF_869898,14,49208.32
19272,35401862000100,21,2023-07-23,NF_217223,50,206721.5
19273,13865704000179,38,2023-05-25,NF_964915,40,111484.0
19274,05813476000165,1,2023-02-09,NF_490406,11,31581.99
19275,87903421000100,30,2023-02-24,NF_466255,86,229498.74000000002
19276,10423769000176,49,2023-08-22,NF_469584,52,181572.56
19277,63297450000108,35,2023-05-05,NF_129649,17,79738.5
19278,28650493000124,10,2023-03-17,NF_357347,14,69842.78
19279,29803475000106,,2024-06-23,NF_690474,40,187552.8
19280,52846701000140,34,2024-02-08,NF_709136,95,294767.9
19281,80291754000187,14,2023-12-08,NF_121086,72,190015.92
19282,59086214000175,23,2023-12-18,NF_436632,61,292753.64
19283,69235417000130,14,2023-07-21,NF_946730,69,182098.59
19284,76193402000111,21,2023-12-28,NF_472841,72,297678.96
19285,82593406000190,5,2024-07-16,NF_286270,24,112458.48000000001
19286,68920435000198,,2023-03-26,NF_788681,82,384483.24
19287,31287095000108,32,2024-11-10,NF_378024,5,20337.149999999998
19288,74126908000182,41,2023-10-21,NF_580262,61,271778.79000000004
19289,46281375000178,3,2023-04-24,NF_613117,51,181095.9
19290,07123946000194,42,2023-02-16,NF_287230,22,74776.68000000001
19291,84907316000151,47,2023-07-20,NF_318932,25,79500.5
19292,24137089000109,14,2023-09-18,NF_463802,64,168903.04
19293,53879426000123,19,2023-03-13,NF_578406,26,83250.18
19294,86740932000196,32,2024-05-12,NF_593618,100,406743.0
19295,82147395000114,23,2024-03-29,NF_931997,22,105583.28
19296,32706851000140,33,2023-03-20,NF_119170,72,235993.68
19297,50186723000103,26,2024-03-27,NF_115266,99,347973.12
19298,36128450000101,12,2024-02-21,NF_945607,97,212828.67
19299,90237146000148,41,2023-10-04,NF_972215,26,115840.14000000001
19300,84539107000100,23,2024-06-11,NF_778553,30,143977.19999999998
19301,48526193000145,15,2024-06-01,NF_784118,22,102151.06
19302,54029617000169,45,2023-01-24,NF_411143,64,280817.92
19303,70136845000194,49,2024-09-23,NF_944680,43,150146.54
19304,82593406000190,47,2023-09-29,NF_605436,39,124020.78
19305,63257190000147,19,2023-11-21,NF_769349,3,9605.789999999999
19306,84976513000122,30,2023-10-25,NF_342786,1,2668.59
19307,50186723000103,23,2024-05-09,NF_945053,79,379139.95999999996
19308,29645783000142,2,2023-03-27,NF_264571,33,94207.41
19309,13865704000179,31,2023-07-09,NF_392700,68,113303.64
19310,19064732000173,33,2023-06-30,NF_273267,50,163884.5
19311,75832104000161,23,2023-09-10,NF_824786,71,340746.04
19312,19064732000173,49,2024-11-20,NF_870929,54,188556.12000000002
19313,01538479000187,9,2024-10-30,NF_486932,32,63179.2
19314,01538479000187,39,2024-10-30,NF_486932,32,63179.2
19315,38671409000102,5,2024-03-08,NF_898196,9,42171.93000000001
19316,28597364000110,49,2023-09-13,NF_743169,39,136179.42
19317,95831024000107,34,2023-02-15,NF_447374,36,111701.52
19318,13865704000179,31,2024-03-05,NF_534661,37,61650.51
19319,70512493000124,47,2023-03-17,NF_652173,51,162181.02
19320,10648975000184,23,2024-05-08,NF_315202,11,52791.64
19321,45682097000106,17,2023-07-31,NF_611058,15,25132.8
19322,97306152000159,13,2023-06-02,NF_277710,88,89654.4
19323,27613948000179,30,2024-12-16,NF_156683,12,32023.08
19324,52346709000147,46,2023-06-01,NF_249714,66,128375.28
19325,84976513000122,13,2024-10-15,NF_511303,34,34639.2
19326,46298301000144,30,2023-06-01,NF_261080,41,109412.19
19327,10648975000184,36,2024-07-12,NF_707938,25,107570.0
19328,82760543000171,35,2024-03-20,NF_328876,17,79738.5
19329,07123946000194,37,2024-01-31,NF_782489,49,20034.63
19330,71206584000102,,2024-11-12,NF_601182,45,11648.250000000002
19331,89357206000187,42,2024-12-29,NF_284484,68,231127.92
19332,60413782000112,24,2024-01-12,NF_986828,2,3323.12
19333,94350628000160,18,2024-12-06,NF_506613,34,141375.74
19334,27613948000179,28,2023-12-02,NF_796378,58,86904.87999999999
19335,94368701000121,19,2023-11-23,NF_155259,71,227337.03
19336,86410572000164,46,2024-07-12,NF_530900,99,192562.91999999998
19337,13486579000196,50,2023-06-16,NF_883682,8,15031.52
19338,89231756000155,25,2023-06-01,NF_693918,10,15797.5
19339,38671409000102,13,2024-11-01,NF_455962,41,41770.799999999996
19340,18924536000169,21,2024-01-23,NF_776375,25,103360.75
19341,84907316000151,19,2024-06-12,NF_271615,65,208125.44999999998
19342,52846701000140,2,2024-04-11,NF_540872,77,219817.29
19343,94738615000163,21,2024-06-28,NF_973422,38,157108.34000000003
19344,92518043000181,20,2024-07-17,NF_753175,63,54494.37
19345,75832104000161,20,2023-02-13,NF_909493,66,57089.340000000004
19346,37195026000142,34,2024-09-04,NF_790573,49,152038.18000000002
19347,08193762000163,6,2023-08-12,NF_631972,28,41792.24
19348,06243195000187,19,2023-04-18,NF_234345,86,275365.98
19349,47291650000105,15,2023-06-17,NF_798358,85,394674.55
19350,32489106000197,46,2023-06-15,NF_528903,95,184782.6
19351,75698413000190,14,2024-03-08,NF_310832,10,26391.100000000002
19352,62987043000160,30,2023-03-23,NF_782686,82,218824.38
19353,41270865000155,12,2023-01-09,NF_185468,24,52658.64
19354,49306785000114,14,2023-11-16,NF_314941,23,60699.530000000006
19355,04732156000118,9,2023-02-08,NF_833739,79,266711.11
19356,04732156000118,39,2023-02-08,NF_833739,79,266711.11
19357,05931862000151,9,2024-12-22,NF_245748,61,205941.49000000002
19358,05931862000151,39,2024-12-22,NF_245748,61,205941.49000000002
19359,18924536000169,43,2024-08-07,NF_480555,32,40674.24
19360,41537260000188,16,2024-09-20,NF_532090,54,21457.98
19361,70136845000194,17,2024-02-04,NF_428587,100,167552.0
19362,18420763000157,42,2024-04-30,NF_865141,11,37388.340000000004
19363,23654987000163,21,2023-03-09,NF_171237,50,206721.5
19364,92670451000154,46,2024-08-02,NF_785355,67,130320.36
19365,81924605000170,30,2024-10-08,NF_525095,15,40028.850000000006
19366,58091462000141,6,2024-01-24,NF_310602,71,105973.18
19367,59086214000175,44,2023-02-10,NF_287934,49,202055.91
19368,48526193000145,3,2023-02-06,NF_566715,75,266317.5
19369,36215940000145,28,2023-10-17,NF_802671,10,14983.599999999999
19370,46123578000136,44,2023-05-05,NF_624431,61,251538.99000000002
19371,18796230000174,10,2023-04-16,NF_714429,62,309303.74000000005
19372,10789432000187,45,2024-04-20,NF_852236,57,250103.46
19373,63297450000108,41,2023-03-12,NF_899811,27,120295.53000000001
19374,27613948000179,30,2024-02-22,NF_608808,48,128092.32
19375,18356470000158,3,2023-08-03,NF_675624,78,276970.2
19376,01357894000134,29,2023-10-06,NF_123645,72,307599.12
19377,31287095000108,43,2023-12-30,NF_297155,18,22879.26
19378,80967154000196,6,2024-12-07,NF_692135,74,110450.92
19379,37915620000160,8,2024-10-20,NF_246047,75,298481.25
19380,41537260000188,27,2024-05-30,NF_920157,42,7278.179999999999
19381,84931625000167,21,2024-09-03,NF_604952,13,53747.590000000004
19382,38617452000190,36,2024-10-16,NF_733734,71,305498.8
19383,04732156000118,49,2024-12-21,NF_113219,74,258391.72
19384,80967154000196,6,2023-08-25,NF_963786,42,62688.36
19385,75924680000139,37,2024-04-02,NF_632264,63,25758.81
19386,06243195000187,35,2024-10-15,NF_857241,78,365859.0
19387,10648975000184,27,2024-08-25,NF_481925,39,6758.3099999999995
19388,94350628000160,40,2023-11-19,NF_562914,33,12163.800000000001
19389,43850296000142,50,2023-10-16,NF_187377,58,108978.52
19390,13280549000129,23,2024-05-02,NF_236925,94,451128.56
19391,05167928000189,45,2024-04-16,NF_652992,67,293981.26
19392,38671409000102,25,2023-01-24,NF_551900,38,60030.5
19393,89357206000187,33,2023-09-24,NF_633699,71,232715.99
19394,84931625000167,9,2024-10-27,NF_188835,20,67521.8
19395,84931625000167,39,2024-10-27,NF_188835,20,67521.8
19396,85374690000100,34,2023-04-21,NF_262594,62,192374.84
19397,86410572000164,18,2024-01-10,NF_730503,74,307700.13999999996
19398,39465072000140,8,2023-01-22,NF_717865,34,135311.5
19399,67035914000169,14,2024-07-07,NF_814071,17,44864.87
19400,19078524000123,46,2023-05-27,NF_351287,86,167276.88
19401,84539107000100,2,2023-10-07,NF_400252,40,114190.8
19402,89357206000187,2,2024-04-30,NF_394751,24,68514.48
19403,69457012000146,29,2024-05-03,NF_410500,9,38449.89
19404,18356470000158,10,2023-12-07,NF_240653,13,64854.01000000001
19405,78390125000162,28,2023-03-23,NF_157466,89,133354.03999999998
19406,10298654000105,12,2023-04-05,NF_624216,11,24135.210000000003
19407,79485312000192,19,2024-09-21,NF_441823,44,140884.91999999998
19408,38069452000100,41,2023-08-21,NF_594051,98,436628.22000000003
19409,28597364000110,45,2023-06-24,NF_395227,47,206225.65999999997
19410,45682097000106,20,2023-09-10,NF_642946,15,12974.85
19411,70136845000194,15,2024-12-09,NF_606871,27,125367.20999999999
19412,08943652000171,12,2024-02-03,NF_593613,67,147005.37
19413,94586732000159,21,2024-10-07,NF_863739,26,107495.18000000001
19414,18296475000132,2,2023-06-07,NF_587818,97,276912.69
19415,83279064000109,31,2023-02-11,NF_926602,91,151626.93
19416,10648975000184,33,2023-09-07,NF_171317,75,245826.75
19417,91782063000100,14,2024-11-11,NF_485226,51,134594.61000000002
19418,28650493000124,12,2023-01-12,NF_135429,1,2194.11
19419,89602145000176,21,2024-05-09,NF_666062,70,289410.10000000003
19420,52346709000147,35,2024-01-18,NF_232816,25,117262.5
19421,87653941000102,49,2024-01-15,NF_289804,2,6983.56
19422,49086132000177,48,2024-07-29,NF_474991,23,110345.49
19423,60481375000142,20,2024-12-04,NF_437566,78,67469.22
19424,69235417000130,38,2024-08-06,NF_973572,54,150503.4
19425,75048632000124,28,2024-07-19,NF_921060,29,43452.439999999995
19426,46379580000170,9,2023-10-19,NF_809249,59,116486.65
19427,46379580000170,39,2023-10-19,NF_809249,59,116486.65
19428,60413782000112,32,2023-04-13,NF_862511,49,199304.06999999998
19429,61435872000177,19,2023-06-28,NF_900518,82,262558.26
19430,28597364000110,25,2023-02-08,NF_407108,74,116901.5
19431,17462508000104,8,2023-12-06,NF_720184,84,334299.0
19432,91376805000190,31,2023-03-08,NF_407884,36,59984.28
19433,10745892000103,51,2023-01-16,NF_316195,79,45200.64
19434,10745892000103,53,2023-01-16,NF_316195,79,45200.64
19435,36482157000148,5,2024-04-14,NF_226500,85,398290.45
19436,75306842000175,51,2024-08-13,NF_674797,36,20597.76
19437,75306842000175,53,2024-08-13,NF_674797,36,20597.76
19438,86410572000164,9,2023-05-06,NF_796262,42,141795.78
19439,86410572000164,39,2023-05-06,NF_796262,42,141795.78
19440,48526193000145,45,2024-12-04,NF_617822,42,184286.75999999998
19441,95831024000107,,2024-11-28,NF_886245,67,17342.95
19442,94586732000159,23,2023-04-26,NF_357176,35,167973.4
19443,72560143000169,27,2023-04-02,NF_881285,3,519.87
19444,32489106000197,12,2023-11-15,NF_758477,22,48270.420000000006
19445,10745892000103,42,2024-03-10,NF_225282,53,180143.82
19446,94738615000163,43,2024-04-08,NF_233707,78,99143.45999999999
19447,71396240000103,48,2023-12-28,NF_279243,54,259072.02000000002
19448,82570196000114,28,2023-08-19,NF_983967,40,59934.399999999994
19449,51428963000121,48,2023-09-28,NF_502489,22,105547.86
19450,29645783000142,29,2024-09-23,NF_465913,48,205066.08000000002
19451,86740932000196,,2025-01-03,NF_515298,16,4141.6
19452,75924680000139,51,2023-06-13,NF_125488,76,43484.159999999996
19453,75924680000139,53,2023-06-13,NF_125488,76,43484.159999999996
19454,07241538000137,34,2024-10-08,NF_763191,64,198580.48
19455,52346709000147,1,2023-12-31,NF_195789,64,183749.76
19456,46298301000144,50,2023-04-03,NF_260490,78,146557.32
19457,13486579000196,36,2023-08-15,NF_295544,4,17211.2
19458,27613948000179,10,2023-12-21,NF_753207,26,129708.02000000002
19459,46798305000191,50,2023-07-12,NF_915910,59,110857.46
19460,31287095000108,23,2024-10-17,NF_785287,80,383939.19999999995
19461,40182675000113,7,2023-05-08,NF_387238,39,85080.84
19462,10789432000187,31,2023-02-10,NF_262509,25,41655.75
19463,46793508000195,1,2023-08-16,NF_238095,47,134941.23
19464,91782063000100,48,2023-07-17,NF_971149,25,119940.75
19465,82593406000190,47,2023-03-13,NF_657202,14,44520.28
19466,10789432000187,46,2024-04-25,NF_635614,32,62242.56
19467,67493582000166,2,2023-04-16,NF_296684,25,71369.25
19468,53721869000191,30,2023-12-18,NF_131714,24,64046.16
19469,12738605000163,24,2023-08-15,NF_443453,5,8307.8
19470,73658420000133,25,2023-07-20,NF_444339,27,42653.25
19471,53028194000108,27,2024-09-20,NF_161197,61,10570.689999999999
19472,87653941000102,14,2023-03-16,NF_171031,41,108203.51000000001
19473,41537260000188,50,2023-05-27,NF_297296,64,120252.16
19474,58091462000141,27,2023-11-25,NF_589545,78,13516.619999999999
19475,75924680000139,38,2023-12-04,NF_696977,55,153290.5
19476,59734260000133,28,2023-11-23,NF_481169,98,146839.28
19477,48526193000145,18,2023-10-07,NF_688792,74,307700.13999999996
19478,94586732000159,45,2023-11-13,NF_638277,9,39490.02
19479,51428963000121,6,2024-11-02,NF_245810,70,104480.59999999999
19480,02739645000176,29,2023-02-10,NF_481348,81,346049.01
19481,23518467000123,1,2023-05-24,NF_862995,29,83261.61
19482,84976513000122,35,2023-06-29,NF_399551,66,309573.0
19483,03461279000107,43,2023-06-13,NF_723970,43,54656.009999999995
19484,38475210000109,19,2023-11-16,NF_933009,32,102461.76
19485,84365927000115,26,2023-03-16,NF_202641,71,249556.48
19486,89231756000155,45,2024-12-10,NF_690034,49,215001.22
19487,60481375000142,8,2023-11-25,NF_495982,31,123372.25
19488,23641759000159,23,2023-10-11,NF_271292,26,124780.23999999999
19489,12064379000182,,2023-09-28,NF_840753,18,4659.3
19490,92685710000110,12,2024-02-08,NF_144044,90,197469.90000000002
19491,07123946000194,1,2023-01-25,NF_541960,80,229687.2
19492,02563479000108,43,2023-11-29,NF_864433,10,12710.699999999999
19493,06243195000187,26,2024-08-22,NF_368838,24,84357.12
19494,56483297000148,,2023-05-01,NF_372804,60,15531.000000000002
19495,65921873000182,34,2023-07-21,NF_281428,24,74467.68000000001
19496,81974502000115,2,2023-12-26,NF_292779,21,59950.17
19497,35401862000100,3,2023-09-18,NF_967922,61,216604.9
19498,12064379000182,2,2023-09-22,NF_455414,13,37112.01
19499,82916470000164,7,2023-09-27,NF_269309,25,54539.0
19500,01357894000134,19,2023-05-04,NF_598503,92,294577.56
19501,36128450000101,47,2023-11-30,NF_873583,15,47700.3
19502,73920856000159,37,2023-12-28,NF_699185,95,38842.65
19503,06243195000187,26,2025-01-07,NF_646900,10,35148.8
19504,27613948000179,12,2023-04-25,NF_134661,30,65823.3
19505,28650493000124,42,2024-12-02,NF_862394,41,139356.54
19506,76543092000118,14,2023-02-19,NF_903436,53,139872.83000000002
19507,92518043000181,36,2024-06-14,NF_114925,43,185020.4
19508,09635714000140,47,2023-07-14,NF_307069,90,286201.8
19509,39048725000195,14,2023-11-18,NF_166604,62,163624.82
19510,54970613000180,25,2024-05-10,NF_150995,54,85306.5
19511,17462508000104,24,2024-11-30,NF_510656,77,127940.12
19512,28650493000124,13,2024-01-10,NF_930321,97,98823.59999999999
19513,26819035000140,43,2024-08-10,NF_416065,52,66095.64
19514,58091462000141,42,2023-02-21,NF_573526,35,118962.90000000001
19515,29645783000142,24,2023-04-29,NF_151188,48,79754.88
19516,10648975000184,27,2023-12-27,NF_419125,2,346.58
19517,52093841000194,20,2024-07-23,NF_265776,65,56224.35
19518,87653941000102,46,2023-09-08,NF_724427,17,33066.36
19519,98203146000139,,2023-04-05,NF_128614,33,8542.050000000001
19520,84976513000122,1,2023-01-13,NF_617417,25,71777.25
19521,10423769000176,35,2023-01-13,NF_395027,50,234525.0
19522,60481375000142,34,2024-11-28,NF_810956,85,263739.7
19523,23518467000123,51,2023-10-11,NF_571646,88,50350.079999999994
19524,23518467000123,53,2023-10-11,NF_571646,88,50350.079999999994
19525,94021873000124,9,2024-12-09,NF_601161,43,84897.05
19526,94021873000124,39,2024-12-09,NF_601161,43,84897.05
19527,08193762000163,7,2024-08-11,NF_564870,24,52357.44
19528,19064732000173,13,2024-10-25,NF_696059,6,6112.799999999999
19529,50692487000199,35,2024-10-22,NF_172509,49,229834.5
19530,52346709000147,26,2024-12-20,NF_765983,19,66782.72
19531,36482157000148,14,2024-06-23,NF_963570,90,237519.90000000002
19532,81924605000170,10,2024-12-25,NF_544228,57,284359.89
19533,89231756000155,23,2023-12-13,NF_977438,65,311950.6
19534,29645783000142,34,2024-03-10,NF_587795,91,282356.62
19535,60413782000112,14,2024-01-21,NF_745909,96,253354.56
19536,30192685000186,37,2023-02-09,NF_879477,92,37616.04
19537,10423769000176,25,2023-12-05,NF_150837,22,34754.5
19538,75924680000139,31,2024-04-01,NF_441925,11,18328.53
19539,52846701000140,31,2023-01-10,NF_746343,77,128299.71
19540,76543092000118,15,2023-09-12,NF_199886,43,199658.88999999998
19541,10423769000176,28,2024-01-02,NF_496104,54,80911.43999999999
19542,79015428000168,,2023-03-08,NF_972497,57,14754.45
19543,98603142000148,10,2024-08-30,NF_500774,7,34921.39
19544,79015428000168,12,2023-03-04,NF_791435,39,85570.29000000001
19545,58091462000141,51,2023-05-26,NF_879823,30,17164.8
19546,58091462000141,53,2023-05-26,NF_879823,30,17164.8
19547,39864210000163,51,2023-03-13,NF_313380,61,34901.759999999995
19548,39864210000163,53,2023-03-13,NF_313380,61,34901.759999999995
19549,75832104000161,13,2024-07-03,NF_613202,75,76410.0
19550,71248630000128,47,2024-02-17,NF_457399,85,270301.7
19551,06745819000164,25,2023-03-19,NF_145989,20,31595.0
19552,08123675000130,30,2024-10-28,NF_320900,38,101406.42000000001
19553,50186723000103,31,2023-11-01,NF_497782,85,141629.55
19554,94021873000124,,2023-12-26,NF_694050,78,365727.95999999996
19555,87653941000102,21,2024-11-13,NF_777539,95,392770.85000000003
19556,46798305000191,19,2024-06-25,NF_783162,52,166500.36
19557,02739645000176,19,2024-04-17,NF_221308,22,70442.45999999999
19558,83691075000193,20,2023-06-14,NF_191578,19,16434.81
19559,02817349000146,49,2024-09-28,NF_954266,72,251408.16
19560,34156087000102,35,2023-05-27,NF_127132,89,417454.5
19561,65721394000112,9,2023-07-14,NF_358712,43,84897.05
19562,65721394000112,39,2023-07-14,NF_358712,43,84897.05
19563,96258074000100,33,2023-10-18,NF_171305,60,196661.4
19564,17493825000198,38,2024-09-19,NF_525731,81,225755.1
19565,48526193000145,13,2024-09-17,NF_471906,45,45846.0
19566,30476915000139,50,2023-06-02,NF_178281,62,116494.28
19567,82593406000190,46,2024-03-29,NF_726014,12,23340.96
19568,82593406000190,37,2024-09-23,NF_163571,5,2044.35
19569,84907316000151,38,2023-07-05,NF_486213,73,203458.3
19570,43291087000106,,2024-08-20,NF_757879,94,440749.07999999996
19571,84907316000151,15,2024-07-01,NF_369277,29,134653.66999999998
19572,92518043000181,37,2024-12-21,NF_172097,38,15537.06
19573,75924680000139,3,2023-07-06,NF_272640,82,291173.8
19574,18420763000157,43,2023-01-20,NF_141966,97,123293.79
19575,60413782000112,29,2024-05-11,NF_515744,3,12816.630000000001
19576,49306785000114,23,2024-11-09,NF_236210,13,62390.119999999995
19577,69705832000100,16,2023-10-22,NF_443095,39,15497.43
19578,34156087000102,8,2023-08-07,NF_654556,3,11939.25
19579,48526193000145,10,2024-02-23,NF_254187,89,444000.53
19580,90237146000148,42,2023-08-14,NF_802974,21,71377.74
19581,63257190000147,14,2024-07-31,NF_988560,82,216407.02000000002
19582,91376805000190,32,2024-04-04,NF_239306,81,329461.82999999996
19583,84907316000151,9,2024-07-05,NF_533908,42,82922.7
19584,84907316000151,39,2024-07-05,NF_533908,42,82922.7
19585,89357206000187,3,2023-09-13,NF_598318,86,305377.4
19586,82403195000185,5,2023-03-12,NF_536720,79,370175.83
